Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
CPCG0413	0.1404121736463641	0	0.014916472095423712	0.05554502327929195	0	0.260311869692487	0	0.014214718937394885	0	0	0	0.15627975842113268	0	0.15818850843019644	0.0068971381848272565	0.08418129654790825	0	0.03043630589190884	0	0.07621486779644712	0.002401867076617779	0	0.99	-0.0403	1.1251105549035605
CPCG0414	0	0	0.02233151887535024	0.11540788087449755	0	0.3188321888701631	0	0	0	0	0.0810632509259	0.006120232083311663	0.09848971571455631	0.08390139708865593	0.012155672251312028	0	0	0.030448359567670554	0.21033536225124927	0	0.020914421497333347	0	0.99	-0.0376	1.1053932494580063
CPCG0415	0.07840011036828541	0	0.06288409635820301	0	0	0.5004174467568169	0	0	0	0	0.0022011613608755357	0.05086986927200471	0.005866451016155464	0.07936882246763523	0	0.11437672245256028	0	0.020135079627131413	0.08294336102434154	0	0.0025368792959905794	0	0.96	-0.03	1.1081965891447383
CPCG0418	0.0950364802723697	0	0	0.04220385520308247	0	0.40179425987219264	0.0030728471067925805	0	0.015777218029148412	0	0.08176421451838341	0	0.043697682875631604	0.02558289175665813	0.05916864173307452	0.17450827042999578	0	0.008823711662667124	0.045357269262681625	0	0.0032126572773220363	0	0.95	-0.0292	1.101331359017795
CPCG0423	0.18439604424310344	0	0.09714251367693277	0	0	0.3229738121783598	0.004972822788257549	0	0	0	0.07473517336551697	0	0.020224342001461046	0.055275620439170094	0	0.07827824001030216	0	0.03602002676905495	0.12598140452784123	0	0	0	0.85	-0.0217	1.1000463116599097
CPCG0424	0.2854471887546589	0	0.05627761850732192	0.05809423401995227	0	0.2642345359245699	0.015862183242762274	0	0	0	0.06491495776028361	0	0.014660818489792482	0.03558741632267281	0.05403514479825823	0.05361207716509747	0	0	0.0972738250146301	0	0	0	0.92	-0.0279	1.1203587539698978
CPCG0426	0.062195036383266365	0	0.03346122836252783	0.1671748834519434	0	0.16286845775031628	0.07876683061320139	0	0.02619508461726514	0	0	0.026904093807384115	0.13817495320857917	0.08214102334501243	0.05413957481307032	0	0	0	0.14005257221858725	0	0.02792626142884631	0	0.95	-0.0289	1.085019324059119
CPCG0428	0.20211860382172256	0	0.07244683522591526	0.020479967905951062	0	0.20571086150561146	0	0	0	0	0	0.0857619447356799	0	0.1504076299749181	0	0.15438960352111206	0	0.03089962342781845	0.06880635895448692	0	0.008978570926784262	0	0.91	-0.0261	1.1020988917906815
CPCG0432	0.03033079327420054	0	0.0899592456793382	0.14754982389441057	0.012999275162665835	0.07156342752470184	0	0	0	0	0	0.10129899662801731	0.06732450268531244	0.14292715337852943	0.057221377339064634	0.05815072305362776	0.01499806776003181	0	0.20567661362009962	0	0	0	0.99	-0.0354	1.0953155251818898
CPCG0433	0.10996206277448503	0	0	0.034840280880942646	0	0.2996575337662763	0	0	0.009303562000950996	0	0.07099385213416144	0	0	0.24985791280612063	0.03241056293391548	0.1703721680981367	0	0	0.022602064605010765	0	0	0	0.53	0.0031343305086499905	1.0937018086547547
CPCG0434	0.10221623670538711	0	0.06383728308408054	0	0	0.2362690581940094	0	0	0.03522313457744032	0	0.03610311911276474	0	0.06711863490425307	0.22855032715696738	0.025115043738726073	0.07713766537689927	0	0	0.1284294971494721	0	0	0	0.91	-0.026	1.0875907614526252
CPCG0435	0.0552656512276781	0	0.010201664968097185	0	0	0.3291060767138941	0	0	0.02002804727564662	0	0.026798740952348396	0.011585613364336132	0.01856506492686939	0.21162076566833618	0.0431634414962511	0.15851383200626226	0	0.060778040258810416	0.05412547593903671	0	0.0002	0	0.95	-0.0283	1.0968033910287733
CPCG0437	0.006868567796426649	0	0.03502046946028855	0.09492710193891947	0	0.32336191255718744	0.054180510219957734	0	0.035515731300027	0	0.04464222090302095	0	0.04991651648431539	0.05673953344091825	0.036078029396542616	0.07514045580788083	0.003939591251886592	0	0.1836693594426285	0	0	0	0.99	-0.0352	1.0977026823930203
CPCG0439	0.13338421457498925	0	0.02571147287620423	0.017808724868132345	0	0.3104449912142068	0	0	0	0	0	0.16350645742346748	0.007625746065008318	0.06084464206991146	0.021472661265808206	0.2084837793808774	0	0	0.05066762810292308	0	0	0	0.99	-0.0348	1.1126559262766442
CPCG0445	0.20194277189227652	0	0.0003	0.022924056957118192	0	0.19867146175648212	0.03906732740019798	0	0.004330811525591558	0	0.057859571941321325	0	0.04396137722983709	0.19283530115208303	0.019362569027402597	0.08612534040435198	0	0	0.1326519647087646	0	0	0	0.91	-0.0268	1.0886147695655546
CPCG0448	0.13087035770006725	0	0	0.05057788398649479	0	0.32546467575357124	0	0	0	0	0.0806630361678599	0	0	0.19846860363553512	0.04134535130431173	0.09650265189303407	0	0	0.07610743955912588	0	0	0	0.94	-0.028	1.0992946427725037
CPCG0450	0.15682869201807612	0	0.0005	0.0015497601004673947	0	0.2573385618448684	0	0	0.027711659264050104	0	0.03181216224361813	0	0.04366358651285924	0.19035294320526214	0.02649107438334624	0.0913824765905043	0	0	0.17233999186984605	0	0	0	0.98	-0.0326	1.0905700005675092
CPCG0451	0.1114818753213597	0	0.01304398139836264	0.01611158666778684	0	0.3726840794857041	0	0	0	0	0	0.09735362341200694	0.037475576547062295	0.007539962584117968	0.06859111122154553	0.17965164577731796	0	0	0.09606655758473606	0	0	0	0.98	-0.0332	1.1000384360620385
CPCG0452	0.11833079206372608	0	0	0	0	0.23428263761595222	0	0.0019996921316547305	0.019759046417322883	0	0.07223946952773268	0	0.015246305225139386	0.27830719906228263	0.009521932947232203	0.15747160111694822	0	0	0.09284132389200893	0	0	0	0.91	-0.0253	1.099646162072622
CPCG0453	0.0731072887184791	0	0.01622052033406018	0.014776641793030289	0.026548410119761032	0.22235663376256443	0	0	0	0	0	0.09217647758461198	0	0	0	0.4122587797030998	0	0	0.07823079498775513	0	0.06432445299663803	0	0.99	-0.035	1.0981915193713159
CPCG0454	0.10561468288166911	0	0.00601341705185906	0.08975796276573746	0	0.35225512172951945	0	0	0.0014964016679907528	0	0.013139807482530278	0.06572515726738778	0	0.09514941972756873	0.017210742534404636	0.15010530601683553	0	0	0.08577319983049764	0	0.017758781043999586	0	0.99	-0.0341	1.1049438861410754
CPCG0455	0.14583143541718535	0	0	0.06942598450855994	0	0.232567610323746	0	0	0.016660806240293893	0	0.062066966200529344	0.0035766147578290644	0.004576120843544577	0.19290016740592408	0.0066216424547981155	0.1697128479307882	0	0.005170956178455828	0.08552767261475379	0	0.005361175123591806	0	0.99	-0.0336	1.0971682157900307
CPCG0456	0.11760815743259899	0	0.005012021010040331	0.029662733314193643	0	0.3685176563684322	0.05818541867931475	0	0	0	0.045865150104228064	0	0.04917876741495626	0.03997200278165319	0.07012607886467971	0.07362845229692791	0	0.04630851401939279	0.09347721352519409	0	0.0024578341883880555	0	0.98	-0.0332	1.094078003786175
CPCG0457	0.12650720159219245	0	0	0.06073970973823281	0	0.2877915839509033	0	0.00549948236795685	0.012968603217831838	0	0.08505277800839453	0.015656803413704443	0.08203070342924938	0.002615001537378977	0	0.1474022292082598	0	0.05765179916122012	0.08820171846354503	0	0.02788238591113045	0	0.99	-0.0372	1.092177774990951
CPCG0458	0.061331618997067586	0	0.015175156357952082	0.02499725173484144	0	0.29252533836476574	0	0	0.008775450047093259	0	0.01645168657298356	0.023996760949229867	0.01974589591336262	0.21629912459456216	0.04383872944752196	0.1266006194624056	0	0.0548871159752486	0.08379421774400489	0	0.011581033838960614	0	0.72	-0.0119	1.0863582639215705
CPCG0459	0.11828237088403112	0	0.001432390163683296	0	0	0.2206948196365062	0	0	0	0	0.025797542124634823	0	0.007346169147159604	0.12006849971278466	0.003870742752144801	0.45649916529412626	0	0.023132023892150844	0.022876276392778422	0	0	0	0.53	0.0035079464697774358	1.0993634710799867
CPCG0462	0.13601682074997648	0	0	0.021769290921903797	0	0.29370781996496786	0	0	0.0009	0	0.025914337552467477	0	0.06432876770113963	0.11784180293569455	0.0446774736421289	0.17644957661736713	0.001088045442874421	0	0.09743718755861121	0	0.019912945272363456	0	0.99	-0.0362	1.0875939475650143
CPCG0463	0.018698483003244087	0	0.027367285393432604	0.040845509900169136	0	0.2419464143222186	0	0	0.012721099825711863	0	0.02240570756774031	0.025724930496460883	0.06002168538116187	0.15683568354141553	0.014880795149676069	0.0967783450422747	0.010091293390961462	0.008631923198086665	0.2630508437874462	0	0	0	0.99	-0.036	1.094278857262465
CPCG0464	0.20370158271951144	0	0.01687164688876493	0	0	0.3811957317321199	0.007018920571884724	0	0	0	0.01777291455029131	0.07905606143506033	0.09773159099294694	0.08885173690096108	0	0.025366074874349092	0	0.01724506022052778	0.06518867911358249	0	0	0	0.99	-0.0382	1.1108857980766034
CPCG0465	0.06600651737088443	0	0.0005	0.005512907107494011	0	0.4243524577301883	0	0.0007	0	0	0.058439380024360554	0	0.03711447821941268	0.08322801593815086	0.061361797588740434	0.16236696183958435	0	0	0.10045965142698766	0	0	0	0.87	-0.0235	1.092045400165879
CPCG0466	0.005723135504761264	0	0.023380476104790895	0	0	0.48507748340143175	0	0	0	0	0.007919661208759567	0.08580513647628916	0.21655642530133087	0.06749340006588583	0	0	0	0.06171851667519703	0.04632576526155362	0	0	0	0.98	-0.0324	1.1124555324961285
CPCG0467	0.07078778137636521	0	0	0.05269909886364824	0	0.1886234811541589	0	0	0.0492518366732984	0	0.06645045431589214	0	0.05281748116441552	0.087406110672783	0.03256816187225701	0.25338801568716945	0	0	0.14600757822001217	0	0	0	0.91	-0.0258	1.0823638974006602
CPCG0468	0	0	0.008127095360529798	0.004074650499252438	0	0.5089488904106091	0	0	0	0	0	0.0731836411989796	0.11864987924618159	0.07973740747152816	0	0.04991024217868653	0	0.0674117053467895	0.061613670753996014	0	0.028342817533447296	0	0.95	-0.0284	1.1093745534440995
CPCG0470	0.07604506330522139	0	0	0	0	0.4515909205946108	0	0	0	0	0.08576797210945009	0	0.04256471709168978	0.0008	0.02258922981301114	0.09002024823725313	0	0	0.18356977142375344	0	0.047015431241769406	0	0.99	-0.0348	1.1039650939067107
CPCG0471	0.15770656638778496	0	0	0	0	0.344217671377815	0	0	0	0	0.09304826513770614	0	0.040759419531913206	0.10095584195828569	0.06551057809278041	0.10908157318046684	0	0	0.08193346417118372	0	0.006786620162064042	0	0.99	-0.0348	1.0937825083528705
CPCG0472	0.004586328144144132	0	0.019892675709850084	0.014651079194801051	0	0.3558320845065651	0.014161061803623452	0	0	0	0.0639870812756315	0.026401155644416682	0.08229694190787784	0.13547371858121618	0.0721323934691081	0.11499146321845699	0.013150072550037261	0	0.0671957594374935	0	0.015248184556778135	0	0.99	-0.0374	1.0951507250837835
CPCG0486	0.01860091300863352	0	0.005222939770783177	0	0	0.38303546104768205	0	0	0	0	0.06610062326702618	0.06217633999445508	0.16920835915868224	0.09567575181502373	0.02425750617475852	0.024243726286393315	0.010547842519960682	0	0.14093053695660154	0	0	0	0.99	-0.0489	1.105042243995
CPCG0490	0.14728177634580558	0	0.06160918109709625	0.03390761423741421	0	0.22429732888090992	0	0.02936267436166333	0.015992281767154292	0	0.001693775845453976	0.032496047284059186	0	0.221964163592717	0.0060850089718693144	0.11756540117324991	0	0.06602752905855824	0.04171721738404879	0	0	0	0.45	0.011980149265193954	1.0835709752260152
CPCG0492	0.1309303964765248	0	0.014686976066152213	0.029075868018204224	0	0.2984322069243363	0	0	0.03856464603951419	0	0.025985842221698138	0.014177338382793324	0.06458529553841658	0.19720089759775944	0	0	0	0	0.162193899433269	0	0.024166633301331817	0	0.99	-0.0366	1.09673448124267
CPCG0493	0.1298931930884772	0	0	0.002011027178642293	0	0.2869844889081726	0	0	0.010598650384992652	0	0.025337624615612543	0	0.027073934893592538	0.2799080023651818	0.06749588741347644	0.034149191641506794	0	0	0.13654799951034516	0	0	0	0.98	-0.0323	1.0999070159204167
CPCG0496	0.21593244083283294	0	0.018255623425730786	0.032061327630512705	0	0.21748919193369926	0.014391809578509909	0	0.013146027100842905	0	0.03567919387926472	0	0.019883498279272917	0.28223900292021153	0.07170446872632123	0.03383200497673319	0	0	0.045385410716067866	0	0	0	0.87	-0.0219	1.1054839430477816
CPCG0498	0.10358595566611607	0	0.07721727096855938	0.0630076355864469	0	0.2182200607567136	0	0	0	0	0	0.11539293444201533	0.029659082052015864	0.13616984564498272	0	0.10109258430987904	0	0.03703880261968136	0.11861582795358973	0	0	0	0.96	-0.0309	1.0955800562820504
CPCG0499	0.23589285896441894	0	0.013592939456554386	0.01354417563770485	0	0.21360236424537365	0	0.0266202281031566	0.014494343951854784	0	0	0.03243564016948032	0	0.142601563467371	0.006254617311170414	0.18129140313563033	0	0.040449582463892235	0.05721944026816885	0	0.02200084282522364	0	0.9	-0.025	1.0969419437537382
CPCG0500	0	0	0.019705313022957634	0	0.052118192661845156	0.17843029201890237	0	0	0.037294036178962035	0	0.06371410792723298	0.023962736805453785	0.1264573291603235	0.049373710670338744	0.01345196507741709	0.20518045217946906	0	0.012211711256772933	0.19486111394595473	0	0.02323903909436995	0	0.99	-0.0505	1.0898170997505507
CPCG0502	0.0985462402857425	0	0.146117616693159	0.035684911644686845	0	0.19188870724289653	0	0	0	0	0	0.09071886757734654	0	0.13693390741915332	0.02887611593417585	0.2563384701771781	0	0	0.014895163025661337	0	0	0	0.99	-0.0336	1.113065331077358
CPCG0503	0.22613234234770813	0	0	0.021991914989464945	0	0.16741706823603797	0	0.05678922928895836	0	0	0.050464783600535405	0	0.04204943929076248	0.2021976897109898	0.07341300794181022	0.08009407094448757	0	0	0.0794504536492451	0	0	0	0.63	-0.0035	1.0866909943697247
CPCG0504	0.18029643172654028	0	0	0.12862427796652637	0	0.19699841124419012	0.020930328356641974	0	0.012279942835177436	0	0.1096269592168238	0	0.0939849778184558	0.07191604321034102	0.045802842431852155	0.05145365605801823	0.0024891158287650116	0	0.06846649798255082	0	0.017130515324116996	0	0.92	-0.0278	1.0967466872785214
CPCG0508	0.04897308550796826	0	0	0.0016054750248114438	0	0.476042482791137	0	0	0	0	0.13481391170752466	0	0.03146645635278473	0.11334906040822222	0.007430071691873542	0.011478003454465147	0	0.0170342814130246	0.15780717164818842	0	0	0	0.97	-0.0315	1.1145265669750801
CPCG0509	0.10081602338521505	0	0	0.07756907344938012	0	0.3897427846089391	0.004967389184663178	0	0	0	0.0519141422160898	0	0.07632436605013324	0.07660056109204917	0.0273418156348431	0.028558043752149487	0	0	0.1661658006265378	0	0	0	0.99	-0.0365	1.1046726423473776
CPCG0524	0.08132318819598038	0	0.009395102650584476	0.006212495563648215	0	0.33595174971554703	0	0	0	0	0.016757055459421133	0.061094836952592636	0.0841635527717995	0.3952610403961183	0.009840978294308307	0	0	0	0	0	0	0	0.87	-0.0222	1.124631139858711
CPCG0525	0.1726887177726778	0	0	0	0	0.2762634023486788	0.06329283879158747	0	0	0	0.1073920495366837	0	0.029178141596236207	0.1330917283068755	0.00816356225439936	0.061837411467624524	0	0.0107375610648018	0.09436735012774713	0	0.04298723673268768	0	0.85	-0.0217	1.0849504923142772
CPCG0526	0.06103143457070709	0	0.13109313832093916	0.06721323415049289	0	0.2024853388526312	0	0	0	0	0.0972197484721377	0.016011243533424983	0.04653971782188997	0.15650393254422792	0.022439318914508	0.044327081355081774	0	0.010832499090104206	0.1376022840073341	0	0.006701028366520993	0	0.98	-0.0332	1.0956883901804992
CPCG0527	0.11422124684630224	0	0.10287156681911284	0.011023259970775306	0	0.3101284611543345	0	0	0	0	0	0.06592755426677403	0.030049843191310658	0.1310559929939224	0.006416500619731831	0.09290670748015162	0	0.03521041445907739	0.07054683876081361	0	0.029641613437693594	0	0.91	-0.0257	1.0932066704697923
CPCG0528	0.01804251511546497	0	0.003670847434575611	0.06618671870040911	0	0.27563739435178275	0	0	0	0	0.07021080289215936	0.032270366309581806	0.12696402181014457	0.07068743443218001	0.05018821645919756	0.08485594162236308	0.01431462640456177	0	0.18697111446757939	0	0	0	0.99	-0.0391	1.0937911767012496
CPCG0529	0.14085053118408544	0	0.005294501781522563	0.0072981380171462835	0	0.2736094073051967	0	0	0	0	0	0.08890397958597461	0.07013567652705498	0.06152060019377708	0	0.12521959533666105	0	0.0018341667876981512	0.11505094909784933	0	0.11028245418303388	0	0.98	-0.0325	1.088561948407141
CPCG0531	0.09613782062550683	0	0.0303378885061574	0.004495994967345796	0	0.1325098386484483	0	0.005801302016655534	0	0	0	0.030600196161256876	0	0.4234876588861293	0.0018987558747408332	0.19338314623138478	0	0	0.06360516889940533	0	0.017742229182968982	0	0.7	-0.0103	1.1319856675183082
CPCG0532	0.1480171258348384	0	0.07166702093422028	0.05125861807851496	0	0.17297992769055742	0.03637795263744201	0	0	0	0.08245275563509465	0	0	0.15130400474862948	0.03161555781017254	0.10572702391980877	0	0.018899644470875582	0.1297003682398459	0	0	0	0.98	-0.0328	1.0899111436147202
CPCG0533	0.1056799219005579	0	0.0005	0.10355480413330952	0	0.30905862498451175	0	0	0.022309716854129948	0	0.13192831870526056	0	0.1053205128070808	0.09159557533559005	0.026397949912041748	0.06305283584029867	0	0.002945035491622114	0.032082856626958256	0	0.005543977211561506	0	0.95	-0.0283	1.1064588178911139
CPCG0534	0.20615147555933988	0	0	0.006746355872812612	0	0.15668782560052208	0	0.013274623312557342	0.005189058602180281	0	0	0.04395748762491477	0	0.38515865343667205	0	0.08961030010971097	0	0.04051811502650344	0.04930811532582212	0	0.003397989528964484	0	0.24	0.034743952247907675	1.0977367693695896
CPCG0537	0.0464052099474019	0	0.002185487970285758	0.04342761665415129	0	0.27044577915502016	0	0	0.040486840416183716	0	0.11718595670213389	0	0.055393985178246424	0.12046461878642332	0.05209860065255398	0	0.004473833726770614	0	0.24743207081082896	0	0	0	0.95	-0.0284	1.0987317613616072
CPCG0539	0.1465568976747649	0	0.0697815915011022	0.006186728933969394	0	0.42600015545489234	0	0	0	0	0.02109136784734719	0.06894383555889483	0.005991913691251028	0.08760074129385827	0	0.06799282412086476	0	0.03300944217316614	0.06684450174988896	0	0	0	0.91	-0.0258	1.1094767107051173
CPCG0540	0.12236447646598721	0	0.012421878021135065	0.025686218406057528	0	0.2814513660109864	0	0	0	0	0.0856805587436979	0	0.03612467199250943	0.08532709631706115	0.023061684054483056	0.12730890192228833	0	0.008997333321636691	0.19157581474415722	0	0	0	0.99	-0.0405	1.0901654286980098
